Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
26,24,Dustin Lyman,26.063,10/7/2002,NFL,CHI,,GNB,L 21-34,5,5,Mon,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
27,25,Christian Fauria,31.014,10/6/2002,NFL,NWE,@,MIA,L 13-26,5,5,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,
28,26,Pete Mitchell,30.362,10/6/2002,NFL,JAX,,PHI,W 28-25,4,5,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
29,27,Antowain Smith,30.206,10/6/2002,NFL,NWE,@,MIA,L 13-26,5,5,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,9,14,0,1,4,0,0,,,,
30,28,Brian Kozlowski,32.002,10/6/2002,NFL,ATL,,TAM,L 6-20,4,5,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
31,29,Jay Riemersma,29.142,10/6/2002,NFL,BUF,,OAK,L 31-49,5,5,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
32,30,Matt Schobel,23.336,10/6/2002,NFL,CIN,@,IND,L 21-28,5,5,Sun,1.5,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,
33,31,Jeff Thomason,32.28,10/6/2002,NFL,PHI,@,JAX,L 25-28,5,5,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
34,32,Roland Williams,27.162,10/6/2002,NFL,OAK,@,BUF,W 49-31,4,5,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
35,33,Mark Bruener,30.02,10/6/2002,NFL,PIT,@,NOR,L 29-32,4,5,Sun,1.2,4.2,4.2,2.7,0,0,0,0,0,0,0,0,3,12,0,0,,,,
36,34,Cam Cleeland,27.052,10/6/2002,NFL,NWE,@,MIA,L 13-26,5,5,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
37,35,Jeremy Shockey,22.049,10/6/2002,NFL,NYG,@,DAL,W 21-17,5,5,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
38,36,Joe Davenport,25.342,10/6/2002,NFL,IND,,CIN,W 28-21,4,5,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Mikhael Ricks,27.333,10/13/2002,NFL,DET,@,MIN,L 24-31,5,6,Sun,13.9,16.9,16.9,15.4,0,0,0,0,0,0,0,0,3,79,1,0,,,,
3,2,Bubba Franks,24.28,10/13/2002,NFL,GNB,@,NWE,W 28-10,6,6,Sun,10.6,15.6,15.6,13.1,0,0,0,0,0,0,0,0,5,46,1,0,,,,
4,3,Jim Kleinsasser,25.255,10/13/2002,NFL,MIN,,DET,W 31-24,5,6,Sun,9.4,13.4,13.4,11.4,0,0,0,0,0,0,0,0,4,34,1,0,,,,
5,4,Marcus Pollard,30.247,10/13/2002,NFL,IND,,BAL,W 22-20,5,6,Sun,8.8,13.8,13.8,11.3,0,0,0,0,0,0,0,0,5,28,1,0,,,,
6,5,Billy Miller,25.172,10/13/2002,NFL,HOU,,BUF,L 24-31,5,6,Sun,7.7,10.7,10.7,9.2,0,0,0,0,0,0,0,0,3,17,1,0,,,,
7,6,Tony Gonzalez,26.228,10/13/2002,NFL,KAN,@,SDG,L 34-35,6,6,Sun,7.1,9.1,9.1,8.1,0,0,0,0,0,0,0,0,2,11,1,0,,,,
8,7,Randy McMichael,23.107,10/13/2002,NFL,MIA,@,DEN,W 24-22,6,6,Sun,6.2,11.2,11.2,8.7,0,0,0,0,0,0,0,0,5,62,0,0,,,,
9,8,Boo Williams,23.113,10/13/2002,NFL,NOR,@,WAS,W 43-27,6,6,Sun,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
10,9,Byron Chamberlain,30.361,10/13/2002,NFL,MIN,,DET,W 31-24,5,6,Sun,5.4,10.4,10.4,7.9,0,0,0,0,0,0,0,0,5,54,0,0,,,,
11,10,Todd Heap,22.211,10/13/2002,NFL,BAL,@,IND,L 20-22,5,6,Sun,5.2,7.2,7.2,6.2,0,0,0,0,0,1,14,0,2,38,0,0,,,,
12,11,Josh Norman,22.078,10/13/2002,NFL,SDG,,KAN,W 35-34,6,6,Sun,4.9,6.9,6.9,5.9,0,0,0,0,0,0,0,0,2,49,0,0,,,,
13,12,Alge Crumpler,24.294,10/13/2002,NFL,ATL,@,NYG,W 17-10,5,6,Sun,3.9,5.9,5.9,4.9,0,0,0,0,0,0,0,0,2,39,0,0,,,,
14,13,Christian Fauria,31.021,10/13/2002,NFL,NWE,,GNB,L 10-28,6,6,Sun,2.5,5.5,5.5,4,0,0,0,0,0,0,0,0,3,25,0,0,,,,
15,14,Shannon Sharpe*,34.109,10/13/2002,NFL,DEN,,MIA,L 22-24,6,6,Sun,2.5,5.5,5.5,4,0,0,0,0,0,0,0,0,3,25,0,0,,,,
16,15,Jay Riemersma,29.149,10/13/2002,NFL,BUF,@,HOU,W 31-24,6,6,Sun,2.4,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,
17,16,Frank Wycheck,30.364,10/13/2002,NFL,TEN,,JAX,W 23-14,6,6,Sun,2.1,5.1,5.1,3.6,0,0,0,0,0,0,0,0,3,21,0,0,,,,
18,17,Walter Rasby,30.036,10/13/2002,NFL,WAS,,NOR,L 27-43,5,6,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
19,18,Dan Campbell,26.183,10/13/2002,NFL,NYG,,ATL,L 10-17,6,6,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
20,19,Itula Mili,29.177,10/14/2002,NFL,SEA,,SFO,L 21-28,5,6,Mon,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
21,20,Ken Dilger,31.253,10/13/2002,NFL,TAM,,CLE,W 17-3,6,6,Sun,1.2,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,
23,21,Steve Heiden,26.022,10/13/2002,NFL,CLE,@,TAM,L 3-17,6,6,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
24,22,Tony McGee,31.175,10/13/2002,NFL,DAL,,CAR,W 14-13,6,6,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
25,23,Matt Schobel,23.343,10/13/2002,NFL,CIN,,PIT,L 7-34,6,6,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
2,1,Shannon Sharpe*,34.116,10/20/2002,NFL,DEN,@,KAN,W 37-34,7,7,Sun,33.4,45.4,48.4,39.4,0,0,0,0,0,0,0,0,12,214,2,0,,,,
3,2,Todd Heap,22.218,10/20/2002,NFL,BAL,,JAX,W 17-10,6,7,Sun,16.6,20.6,20.6,18.6,0,0,0,0,0,1,7,0,4,39,2,0,,,,
4,3,Marcus Pollard,30.255,10/21/2002,NFL,IND,@,PIT,L 10-28,6,7,Mon,12.4,16.4,16.4,14.4,0,0,0,0,0,0,0,0,4,64,1,0,,,,
5,4,Randy McMichael,23.114,10/20/2002,NFL,MIA,,BUF,L 10-23,7,7,Sun,9.5,12.5,12.5,11,0,0,0,0,0,0,0,0,3,35,1,0,,,,
6,5,Billy Miller,25.179,10/20/2002,NFL,HOU,@,CLE,L 17-34,6,7,Sun,7.8,13.8,13.8,10.8,0,0,0,0,0,0,0,0,6,78,0,0,,,,
7,6,Tony Gonzalez,26.235,10/20/2002,NFL,KAN,,DEN,L 34-37,7,7,Sun,5.8,10.8,10.8,8.3,0,0,0,0,0,0,0,0,5,58,0,0,,,,
8,7,Fred Baxter,31.128,10/20/2002,NFL,CHI,@,DET,L 20-23,6,7,Sun,4,7,7,5.5,0,0,0,0,0,0,0,0,3,40,0,0,,,,
9,8,Byron Chamberlain,31.003,10/20/2002,NFL,MIN,@,NYJ,L 7-20,6,7,Sun,3.8,9.8,9.8,6.8,0,0,0,0,0,0,0,0,6,38,0,0,,,,
10,9,Ernie Conwell,30.064,10/20/2002,NFL,STL,,SEA,W 37-20,7,7,Sun,3.8,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
11,10,Kyle Brady,30.279,10/20/2002,NFL,JAX,@,BAL,L 10-17,6,7,Sun,3.7,7.7,7.7,5.7,0,0,0,0,0,0,0,0,4,37,0,0,,,,
12,11,Alge Crumpler,24.301,10/20/2002,NFL,ATL,,CAR,W 30-0,6,7,Sun,3.6,5.6,5.6,4.6,0,0,0,0,0,0,0,0,2,36,0,0,,,,
13,12,Roland Williams,27.176,10/20/2002,NFL,OAK,,SDG,L 21-27,6,7,Sun,2.7,7.7,7.7,5.2,0,0,0,0,0,0,0,0,5,27,0,0,,,,
14,13,Desmond Clark,25.183,10/20/2002,NFL,MIA,,BUF,L 10-23,7,7,Sun,2.6,3.6,3.6,3.1,0,0,0,0,0,0,0,0,1,26,0,0,,,,
15,14,Reggie Kelly,25.24,10/20/2002,NFL,ATL,,CAR,W 30-0,6,7,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
16,15,Wesley Walls,36.236,10/20/2002,NFL,CAR,@,ATL,L 0-30,7,7,Sun,2.4,3.4,3.4,2.9,0,0,0,0,0,0,0,0,1,24,0,0,,,,
17,16,Itula Mili,29.183,10/20/2002,NFL,SEA,@,STL,L 20-37,6,7,Sun,2.2,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,
18,17,Brian Kozlowski,32.016,10/20/2002,NFL,ATL,,CAR,W 30-0,6,7,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
19,18,Eric Johnson,23.035,10/20/2002,NFL,SFO,@,NOR,L 27-35,6,7,Sun,2,4,4,3,0,0,0,0,0,0,0,0,2,20,0,0,,,,
20,19,Bubba Franks,24.287,10/20/2002,NFL,GNB,,WAS,W 30-9,7,7,Sun,1.9,4.9,4.9,3.4,0,0,0,0,0,0,0,0,3,19,0,0,,,,
21,20,Tony McGee,31.182,10/20/2002,NFL,DAL,@,ARI,L 6-9,7,7,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
23,21,John Owens,22.283,10/20/2002,NFL,DET,,CHI,W 23-20,6,7,Sun,1.9,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,
24,22,Rickey Dudley,30.097,10/20/2002,NFL,TAM,@,PHI,L 10-20,7,7,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,
25,23,David Martin,23.221,10/20/2002,NFL,GNB,,WAS,W 30-9,7,7,Sun,1.7,4.7,4.7,3.2,0,0,0,0,0,0,0,0,3,17,0,0,,,,
26,24,Mike Roberg,25.033,10/21/2002,NFL,IND,@,PIT,L 10-28,6,7,Mon,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
27,25,Kris Mangum,29.066,10/20/2002,NFL,CAR,@,ATL,L 0-30,7,7,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
28,26,Doug Jolley,23.291,10/20/2002,NFL,OAK,,SDG,L 21-27,6,7,Sun,1.1,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,
29,27,Dustin Lyman,26.076,10/20/2002,NFL,CHI,@,DET,L 20-23,6,7,Sun,1.1,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,
30,28,Pete Mitchell,31.011,10/20/2002,NFL,JAX,@,BAL,L 10-17,6,7,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
31,29,Jay Riemersma,29.156,10/20/2002,NFL,BUF,@,MIA,W 23-10,7,7,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
32,30,John Davis,29.159,10/20/2002,NFL,CHI,@,DET,L 20-23,6,7,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Billy Miller,25.186,10/27/2002,NFL,HOU,@,JAX,W 21-19,7,8,Sun,13.8,16.8,16.8,15.3,0,0,0,0,0,0,0,0,3,78,1,0,,,,
3,2,Mark Campbell,26.325,10/27/2002,NFL,CLE,@,NYJ,W 24-21,8,8,Sun,9.4,16.4,16.4,12.9,0,0,0,0,0,0,0,0,7,34,1,0,,,,
4,3,John Jones,27.206,10/27/2002,NFL,BAL,,PIT,L 18-31,7,8,Sun,8.4,10.4,10.4,9.4,0,0,0,0,0,0,0,0,2,24,1,0,,,,
5,4,Christian Fauria,31.035,10/27/2002,NFL,NWE,,DEN,L 16-24,7,8,Sun,8.3,11.3,11.3,9.8,0,0,0,0,0,0,0,0,3,23,1,0,,,,
6,5,Shannon Sharpe*,34.123,10/27/2002,NFL,DEN,@,NWE,W 24-16,8,8,Sun,7.9,9.9,9.9,8.9,0,0,0,0,0,0,0,0,2,19,1,0,,,,
7,6,Jeremy Shockey,22.071,10/28/2002,NFL,NYG,@,PHI,L 3-17,7,8,Mon,6.9,12.9,12.9,9.9,0,0,0,0,0,0,0,0,6,69,0,0,,,,
8,7,Matt Schobel,23.357,10/27/2002,NFL,CIN,,TEN,L 24-30,7,8,Sun,6.8,7.8,7.8,7.3,0,0,0,0,0,0,0,0,1,8,1,0,,,,
9,8,Doug Jolley,23.298,10/27/2002,NFL,OAK,@,KAN,L 10-20,7,8,Sun,6.4,8.4,8.4,7.4,0,0,0,0,0,0,0,0,2,4,1,0,,,,
10,9,Alge Crumpler,24.308,10/27/2002,NFL,ATL,@,NOR,W 37-35,7,8,Sun,6.2,10.2,10.2,8.2,0,0,0,0,0,0,0,0,4,62,0,0,,,,
11,10,Tony Gonzalez,26.242,10/27/2002,NFL,KAN,,OAK,W 20-10,8,8,Sun,5.7,11.7,11.7,8.7,0,0,0,0,0,0,0,0,6,57,0,0,,,,
12,11,Todd Heap,22.225,10/27/2002,NFL,BAL,,PIT,L 18-31,7,8,Sun,5.1,11.1,11.1,8.1,0,1,0,0,0,0,0,0,6,51,0,0,,,,
13,12,Ken Dilger,31.267,10/27/2002,NFL,TAM,@,CAR,W 12-9,8,8,Sun,4.5,8.5,8.5,6.5,0,0,0,0,0,0,0,0,4,45,0,0,,,,
14,13,Freddie Jones,28.041,10/27/2002,NFL,ARI,@,SFO,L 28-38,7,8,Sun,4.2,9.2,9.2,6.7,0,0,0,0,0,0,0,0,5,42,0,0,,,,
15,14,Marcus Pollard,30.261,10/27/2002,NFL,IND,@,WAS,L 21-26,7,8,Sun,3.8,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,,,,
16,15,Tony McGee,31.189,10/27/2002,NFL,DAL,,SEA,L 14-17,8,8,Sun,3.5,6.5,6.5,5,0,0,0,0,0,0,0,0,3,35,0,0,,,,
17,16,Pete Mitchell,31.018,10/27/2002,NFL,JAX,,HOU,L 19-21,7,8,Sun,3.3,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,,,,
18,17,Kyle Brady,30.286,10/27/2002,NFL,JAX,,HOU,L 19-21,7,8,Sun,3.1,5.1,5.1,4.1,0,0,0,0,0,0,0,0,2,31,0,0,,,,
19,18,Mikhael Ricks,27.347,10/27/2002,NFL,DET,@,BUF,L 17-24,7,8,Sun,2.9,4.9,4.9,3.9,0,0,0,0,0,0,0,0,2,29,0,0,,,,
20,19,Byron Chamberlain,31.01,10/27/2002,NFL,MIN,,CHI,W 25-7,7,8,Sun,2.5,5.5,5.5,4,0,0,0,0,0,0,0,0,3,25,0,0,,,,
21,20,Jay Riemersma,29.163,10/27/2002,NFL,BUF,,DET,W 24-17,8,8,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
23,21,Jabari Holloway,23.313,10/27/2002,NFL,HOU,@,JAX,W 21-19,7,8,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
24,22,Rickey Dudley,30.104,10/27/2002,NFL,TAM,@,CAR,W 12-9,8,8,Sun,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
25,23,Leonard Stephens,24.11,10/27/2002,NFL,WAS,,IND,W 26-21,7,8,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
26,24,Brian Kozlowski,32.023,10/27/2002,NFL,ATL,@,NOR,W 37-35,7,8,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
27,25,Reggie Barlow,29.278,10/27/2002,NFL,TAM,@,CAR,W 12-9,8,8,Sun,1,3,3,2,0,0,0,0,0,0,0,0,2,10,0,0,,,,
28,26,Aaron Shea,25.326,10/27/2002,NFL,CLE,@,NYJ,W 24-21,8,8,Sun,1,4,4,2.5,0,0,0,0,0,0,0,0,3,10,0,0,,,,
29,27,David Sloan,30.141,10/27/2002,NFL,NOR,,ATL,L 35-37,8,8,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Anthony Becht,25.087,11/3/2002,NFL,NYJ,@,SDG,W 44-13,8,9,Sun,8.6,12.6,12.6,10.6,0,0,0,0,0,0,0,0,4,26,1,0,,,,
3,2,Stephen Alexander,26.361,11/3/2002,NFL,SDG,,NYJ,L 13-44,8,9,Sun,8.4,15.4,15.4,11.9,0,0,0,0,0,0,0,0,7,84,0,0,,,,
4,3,Rickey Dudley,30.111,11/3/2002,NFL,TAM,,MIN,W 38-24,9,9,Sun,7.1,9.1,9.1,8.1,0,0,0,0,0,0,0,0,2,11,1,0,,,,
5,4,Itula Mili,29.197,11/3/2002,NFL,SEA,,WAS,L 3-14,8,9,Sun,7.1,13.1,13.1,10.1,0,0,0,0,0,0,0,0,6,71,0,0,,,,
6,5,Christian Fauria,31.042,11/3/2002,NFL,NWE,@,BUF,W 38-7,8,9,Sun,6.8,8.8,8.8,7.8,0,0,0,0,0,0,0,0,2,8,1,0,,,,
7,6,Daniel Graham,23.352,11/3/2002,NFL,NWE,@,BUF,W 38-7,8,9,Sun,6.8,9.8,9.8,8.3,0,0,0,0,0,0,0,0,3,68,0,0,,,,
8,7,Mike Roberg,25.046,11/3/2002,NFL,IND,,TEN,L 15-23,8,9,Sun,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
9,8,Mark Bruener,30.048,11/3/2002,NFL,PIT,@,CLE,W 23-20,8,9,Sun,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
10,9,Ken Dilger,31.274,11/3/2002,NFL,TAM,,MIN,W 38-24,9,9,Sun,6.1,9.1,9.1,7.6,0,0,0,0,0,0,0,0,3,61,0,0,,,,
11,10,Steve Heiden,26.043,11/3/2002,NFL,CLE,,PIT,L 20-23,9,9,Sun,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
12,11,Todd Heap,22.232,11/3/2002,NFL,BAL,@,ATL,L 17-20,8,9,Sun,6,11,11,8.5,0,0,0,0,0,0,0,0,5,60,0,0,,,,
13,12,Billy Miller,25.193,11/3/2002,NFL,HOU,,CIN,L 3-38,8,9,Sun,4.6,8.6,8.6,6.6,0,0,0,0,0,0,0,0,4,46,0,0,,,,
14,13,Ernie Conwell,30.078,11/3/2002,NFL,STL,@,ARI,W 27-14,8,9,Sun,4.2,7.2,7.2,5.7,0,0,0,0,0,1,15,0,3,27,0,0,,,,
15,14,Marcus Pollard,30.268,11/3/2002,NFL,IND,,TEN,L 15-23,8,9,Sun,4.2,11.2,11.2,7.7,0,0,0,0,0,0,0,0,7,42,0,0,,,,
16,15,Matt Schobel,23.364,11/3/2002,NFL,CIN,@,HOU,W 38-3,8,9,Sun,4.1,8.1,8.1,6.1,0,0,0,0,0,0,0,0,4,41,0,0,,,,
17,16,Tony McGee,31.196,11/3/2002,NFL,DAL,@,DET,L 7-9,9,9,Sun,3.3,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,,,,
18,17,Bubba Franks,24.302,11/4/2002,NFL,GNB,,MIA,W 24-10,8,9,Mon,2.9,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,,,,
19,18,Jeremy Shockey,22.077,11/3/2002,NFL,NYG,,JAX,W 24-17,8,9,Sun,2.4,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,,,,
20,19,Freddie Jones,28.048,11/3/2002,NFL,ARI,,STL,L 14-27,8,9,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,
21,20,Chad Lewis,31.029,11/3/2002,NFL,PHI,@,CHI,W 19-13,8,9,Sun,2.3,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,,,,
23,21,Brandon Stokley,26.133,11/3/2002,NFL,BAL,@,ATL,L 17-20,8,9,Sun,2.3,4.3,4.3,3.3,0,0,0,0,0,2,12,0,2,11,0,0,,,,
24,22,Kyle Brady,30.293,11/3/2002,NFL,JAX,@,NYG,L 17-24,8,9,Sun,2,5,5,3.5,0,0,0,0,0,0,0,0,3,20,0,0,,,,
25,23,Randy McMichael,23.129,11/4/2002,NFL,MIA,@,GNB,L 10-24,8,9,Mon,2,4,4,3,0,0,0,0,0,1,8,0,2,12,0,0,,,,
26,24,Dan Campbell,26.204,11/3/2002,NFL,NYG,,JAX,W 24-17,8,9,Sun,1.9,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,
27,25,James Whalen,24.327,11/3/2002,NFL,DAL,@,DET,L 7-9,9,9,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
28,26,Desmond Clark,25.198,11/4/2002,NFL,MIA,@,GNB,L 10-24,8,9,Mon,1.6,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,
29,27,Reggie Kelly,25.254,11/3/2002,NFL,ATL,,BAL,W 20-17,8,9,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
30,28,Dave Moore,32.357,11/3/2002,NFL,BUF,,NWE,L 7-38,9,9,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
31,29,John Owens,22.297,11/3/2002,NFL,DET,,DAL,W 9-7,8,9,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
32,30,Alge Crumpler,24.315,11/3/2002,NFL,ATL,,BAL,W 20-17,8,9,Sun,1.1,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,
33,31,Chris Baker,22.35,11/3/2002,NFL,NYJ,@,SDG,W 44-13,8,9,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Bubba Franks,24.308,11/10/2002,NFL,GNB,,DET,W 40-14,9,10,Sun,11.3,15.3,15.3,13.3,0,0,0,0,0,0,0,0,4,53,1,0,,,,
3,2,Wesley Walls,36.257,11/10/2002,NFL,CAR,,NOR,L 24-34,9,10,Sun,8.4,10.4,10.4,9.4,0,0,0,0,0,0,0,0,2,24,1,0,,,,
4,3,Ernie Conwell,30.085,11/10/2002,NFL,STL,,SDG,W 28-24,9,10,Sun,8,10,10,9,0,0,0,0,0,0,0,0,2,20,1,0,,,,
5,4,Jerame Tuman,26.231,11/10/2002,NFL,PIT,,ATL,T 34-34,9,10,Sun,7.8,8.8,8.8,8.3,0,0,0,0,0,0,0,0,1,18,1,0,,,,
6,5,Shad Meier,24.156,11/10/2002,NFL,TEN,,HOU,W 17-10,9,10,Sun,7.7,8.7,8.7,8.2,0,0,0,0,0,0,0,0,1,17,1,0,,,,
7,6,Ryan Hannam,22.259,11/10/2002,NFL,SEA,@,ARI,W 27-6,9,10,Sun,7.6,8.6,8.6,8.1,0,0,0,0,0,0,0,0,1,16,1,0,,,,
8,7,Todd Heap,22.239,11/10/2002,NFL,BAL,,CIN,W 38-27,9,10,Sun,6.5,10.5,10.5,8.5,0,0,0,0,0,0,0,0,4,65,0,0,,,,
9,8,Jermaine Wiggins,27.296,11/10/2002,NFL,CAR,,NOR,L 24-34,9,10,Sun,6.3,7.3,7.3,6.8,0,0,0,0,0,0,0,0,1,3,1,0,,,,
10,9,Jeff Thomason,32.315,11/10/2002,NFL,PHI,,IND,L 13-35,9,10,Sun,6.2,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,,,,
11,10,Mikhael Ricks,27.361,11/10/2002,NFL,DET,@,GNB,L 14-40,9,10,Sun,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
12,11,Dwayne Carswell,30.297,11/11/2002,NFL,DEN,,OAK,L 10-34,9,10,Mon,5.7,10.7,10.7,8.2,0,0,0,0,0,0,0,0,5,57,0,0,,,,
13,12,Itula Mili,29.204,11/10/2002,NFL,SEA,@,ARI,W 27-6,9,10,Sun,5.5,9.5,9.5,7.5,0,0,0,0,0,0,0,0,4,55,0,0,,,,
14,13,Kris Mangum,29.087,11/10/2002,NFL,CAR,,NOR,L 24-34,9,10,Sun,4.7,6.7,6.7,5.7,0,0,0,0,0,0,0,0,2,47,0,0,,,,
15,14,Doug Jolley,23.313,11/11/2002,NFL,OAK,@,DEN,W 34-10,9,10,Mon,4.1,8.1,8.1,6.1,0,0,0,0,0,0,0,0,4,41,0,0,,,,
16,15,Brandon Manumaleuna,22.31,11/10/2002,NFL,STL,,SDG,W 28-24,9,10,Sun,3.8,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,,,,
17,16,Chad Lewis,31.036,11/10/2002,NFL,PHI,,IND,L 13-35,9,10,Sun,3.6,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,,,,
18,17,Dan Campbell,26.211,11/10/2002,NFL,NYG,@,MIN,W 27-20,9,10,Sun,3.5,7.5,7.5,5.5,0,0,0,0,0,0,0,0,4,35,0,0,,,,
19,18,Kyle Brady,30.3,11/10/2002,NFL,JAX,,WAS,W 26-7,9,10,Sun,2.4,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,
20,19,Jed Weaver,26.091,11/10/2002,NFL,MIA,@,NYJ,L 10-13,9,10,Sun,2.4,3.4,3.4,2.9,0,0,0,0,0,0,0,0,1,24,0,0,,,,
21,20,Erron Kinney,25.105,11/10/2002,NFL,TEN,,HOU,W 17-10,9,10,Sun,2,3,3,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,
23,21,Billy Miller,25.2,11/10/2002,NFL,HOU,@,TEN,L 10-17,9,10,Sun,1.9,4.9,4.9,3.4,0,0,0,0,0,0,0,0,3,19,0,0,,,,
24,22,Jeremy Shockey,22.084,11/10/2002,NFL,NYG,@,MIN,W 27-20,9,10,Sun,1.9,4.9,4.9,3.4,0,0,0,0,0,0,0,0,3,19,0,0,,,,
25,23,Randy McMichael,23.135,11/10/2002,NFL,MIA,@,NYJ,L 10-13,9,10,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
