,Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line
12,2015-10-11 20:30:00,at Giants,-8.0,49ers,44.0,280.0,-340.0
13,2015-10-12 20:30:00,at Chargers,-4.0,Steelers,46.0,180.0,-210.0
0,2015-10-15 20:25:00,Falcons,-3.0,at Saints,52.0,-155.0,135.0
1,2015-10-18 13:00:00,at Jets,-8.0,Redskins,40.0,295.0,-360.0
2,2015-10-18 13:00:00,at Jaguars,-2.0,Texans,43.0,125.0,-145.0
3,2015-10-18 13:00:00,at Vikings,-4.0,Chiefs,43.0,160.0,-185.0
4,2015-10-18 13:00:00,Bengals,-3.0,at Bills,42.0,-164.0,144.0
5,2015-10-18 13:00:00,Broncos,-3.0,at Browns,42.0,-185.0,155.0
6,2015-10-18 13:00:00,at Lions,-4.0,Bears,46.0,168.0,-200.0
7,2015-10-18 13:00:00,Cardinals,-6.0,at Steelers,46.0,-230.0,205.0
8,2015-10-18 13:00:00,at Titans,-2.0,Dolphins,44.0,115.0,-135.0
9,2015-10-18 16:05:00,at Seahawks,-7.0,Panthers,41.0,260.0,-320.0
10,2015-10-18 16:25:00,Ravens,-2.0,at 49ers,44.0,-140.0,120.0
11,2015-10-18 16:25:00,at Packers,-10.0,Chargers,50.0,400.0,-500.0
12,2015-10-18 20:30:00,Patriots,-10.0,at Colts,54.0,-450.0,350.0
13,2015-10-19 20:30:00,at Eagles,-4.0,Giants,50.0,170.0,-200.0
0,2015-10-22 20:25:00,Seahawks,-6.0,at 49ers,42.0,-300.0,225.0
1,2015-10-25 09:30:00,Bills,-4.0,at Jaguars,42.0,-200.0,160.0
2,2015-10-25 13:00:00,at Chiefs,-3.0,Steelers,42.0,150.0,-170.0
3,2015-10-25 13:00:00,Falcons,-6.0,at Titans,46.0,-250.0,200.0
4,2015-10-25 13:00:00,at Redskins,-3.0,Buccaneers,42.0,130.0,-150.0
5,2015-10-25 13:00:00,at Lions,-1.0,Vikings,44.0,100.0,-120.0
6,2015-10-25 13:00:00,at Colts,-6.0,Saints,53.0,210.0,-250.0
7,2015-10-25 13:00:00,at Rams,-6.0,Browns,44.0,220.0,-260.0
8,2015-10-25 13:00:00,at Dolphins,-4.0,Texans,46.0,180.0,-220.0
9,2015-10-25 13:00:00,at Patriots,-7.0,Jets,48.0,270.0,-340.0
10,2015-10-25 16:05:00,at Chargers,-4.0,Raiders,48.0,155.0,-175.0
11,2015-10-25 16:25:00,at Giants,-3.0,Cowboys,44.0,140.0,-160.0
12,2015-10-25 20:30:00,at Panthers,-3.0,Eagles,46.0,130.0,-150.0
13,2015-10-26 20:30:00,at Cardinals,-10.0,Ravens,50.0,400.0,-500.0
0,2015-10-29 20:25:00,at Patriots,-8.0,Dolphins,51.0,320.0,-400.0
1,2015-11-01 09:30:00,at Chiefs,-3.0,Lions,45.0,140.0,-160.0
2,2015-11-01 13:00:00,at Rams,-8.0,49ers,41.0,315.0,-400.0
3,2015-11-01 13:00:00,at Falcons,-8.0,Buccaneers,48.0,333.0,-400.0
4,2015-11-01 13:00:00,at Ravens,-4.0,Chargers,50.0,175.0,-210.0
5,2015-11-01 13:00:00,Vikings,-2.0,at Bears,44.0,-120.0,110.0
6,2015-11-01 13:00:00,Cardinals,-7.0,at Browns,46.0,-320.0,260.0
7,2015-11-01 13:00:00,at Saints,-3.0,Giants,52.0,145.0,-170.0
8,2015-11-01 13:00:00,at Texans,-4.0,Titans,43.0,155.0,-175.0
9,2015-11-01 13:00:00,at Steelers,-0.0,Bengals,49.0,-115.0,-105.0
10,2015-11-01 16:05:00,Jets,-3.0,at Raiders,44.0,-189.0,155.0
11,2015-11-01 16:25:00,Seahawks,-5.0,at Cowboys,42.0,-222.0,180.0
12,2015-11-01 20:30:00,Packers,-2.0,at Broncos,46.0,-140.0,120.0
13,2015-11-02 20:30:00,at Panthers,-5.0,Colts,46.0,195.0,-240.0
0,2015-11-05 20:25:00,at Bengals,-13.0,Browns,46.0,550.0,-850.0
1,2015-11-08 13:00:00,at Bills,-4.0,Dolphins,44.0,167.0,-200.0
2,2015-11-08 13:00:00,Packers,-2.0,at Panthers,46.0,-130.0,110.0
3,2015-11-08 13:00:00,at Vikings,-2.0,Rams,40.0,105.0,-125.0
4,2015-11-08 13:00:00,at Patriots,-14.0,Redskins,52.0,700.0,-1400.0
5,2015-11-08 13:00:00,at Saints,-6.0,Titans,50.0,250.0,-300.0
6,2015-11-08 13:00:00,at Jets,-8.0,Jaguars,42.0,300.0,-360.0
7,2015-11-08 13:00:00,at Steelers,-6.0,Raiders,48.0,195.0,-250.0
8,2015-11-08 16:05:00,Falcons,-8.0,at 49ers,44.0,-350.0,285.0
9,2015-11-08 16:05:00,Giants,-2.0,at Buccaneers,49.0,-125.0,105.0
10,2015-11-08 16:25:00,Broncos,-4.0,at Colts,45.0,-195.0,160.0
11,2015-11-08 20:30:00,Eagles,-3.0,at Cowboys,44.0,-170.0,150.0
12,2015-11-09 20:30:00,at Chargers,-4.0,Bears,50.0,160.0,-200.0
0,2015-11-12 20:25:00,at Jets,-2.0,Bills,42.0,115.0,-135.0
1,2015-11-15 13:00:00,at Eagles,-6.0,Dolphins,50.0,210.0,-250.0
2,2015-11-15 13:00:00,at Steelers,-7.0,Browns,43.0,250.0,-300.0
3,2015-11-15 13:00:00,at Ravens,-5.0,Jaguars,47.0,195.0,-250.0
4,2015-11-15 13:00:00,at Packers,-10.0,Lions,50.0,440.0,-600.0
5,2015-11-15 13:00:00,at Rams,-7.0,Bears,42.0,305.0,-335.0
6,2015-11-15 13:00:00,Cowboys,-1.0,at Buccaneers,44.0,-115.0,-105.0
7,2015-11-15 13:00:00,Panthers,-4.0,at Titans,42.0,-200.0,170.0
8,2015-11-15 13:00:00,Saints,-2.0,at Redskins,52.0,-125.0,105.0
9,2015-11-15 16:05:00,at Raiders,-3.0,Vikings,44.0,150.0,-160.0
10,2015-11-15 16:25:00,Patriots,-7.0,at Giants,52.0,-325.0,265.0
11,2015-11-15 16:25:00,at Broncos,-4.0,Chiefs,42.0,170.0,-200.0
12,2015-11-15 20:30:00,at Seahawks,-3.0,Cardinals,44.0,130.0,-150.0
13,2015-11-16 20:30:00,at Bengals,-10.0,Texans,46.0,400.0,-500.0
0,2015-11-19 20:25:00,at Jaguars,-3.0,Titans,42.0,125.0,-145.0
1,2015-11-22 13:00:00,Cowboys,-2.0,at Dolphins,46.0,-130.0,110.0
2,2015-11-22 13:00:00,at Falcons,-4.0,Colts,48.0,160.0,-200.0
3,2015-11-22 13:00:00,at Ravens,-3.0,Rams,41.0,130.0,-150.0
4,2015-11-22 13:00:00,at Panthers,-7.0,Redskins,44.0,245.0,-300.0
5,2015-11-22 13:00:00,Broncos,-2.0,at Bears,42.0,-133.0,110.0
6,2015-11-22 13:00:00,Raiders,-1.0,at Lions,50.0,-120.0,100.0
7,2015-11-22 13:00:00,Jets,-4.0,at Texans,40.0,-200.0,170.0
8,2015-11-22 13:00:00,at Eagles,-6.0,Buccaneers,46.0,225.0,-300.0
9,2015-11-22 16:05:00,Chiefs,-3.0,at Chargers,46.0,-170.0,150.0
10,2015-11-22 16:25:00,at Vikings,-1.0,Packers,45.0,-110.0,-110.0
11,2015-11-22 16:25:00,at Seahawks,-14.0,49ers,40.0,750.0,-1100.0
12,2015-11-22 20:30:00,at Cardinals,-4.0,Bengals,48.0,185.0,-215.0
13,2015-11-23 20:30:00,at Patriots,-7.0,Bills,48.0,290.0,-350.0
0,2015-11-26 12:30:00,at Lions,-3.0,Eagles,47.0,,
1,2015-11-26 16:30:00,Panthers,-1.0,at Cowboys,44.0,,
2,2015-11-26 20:30:00,at Packers,-8.0,Bears,45.0,,
3,2015-11-29 13:00:00,at Texans,-4.0,Saints,51.0,,
4,2015-11-29 13:00:00,at Colts,-3.0,Buccaneers,46.0,,
5,2015-11-29 13:00:00,at Jaguars,-5.0,Chargers,47.0,,
6,2015-11-29 13:00:00,at Chiefs,-4.0,Bills,41.0,,
7,2015-11-29 13:00:00,at Jets,-4.0,Dolphins,44.0,,
8,2015-11-29 13:00:00,at Falcons,-2.0,Vikings,45.0,,
9,2015-11-29 13:00:00,at Bengals,-10.0,Rams,42.0,,
10,2015-11-29 13:00:00,Raiders,-1.0,at Titans,45.0,,
11,2015-11-29 13:00:00,Giants,-1.0,at Redskins,48.0,,
12,2015-11-29 16:05:00,Cardinals,-8.0,at 49ers,45.0,,
13,2015-11-29 16:25:00,at Seahawks,-3.0,Steelers,46.0,,
14,2015-11-29 20:30:00,Patriots,-2.0,at Broncos,43.0,,
15,2015-11-30 20:30:00,at Browns,-6.0,Ravens,41.0,,
0,2015-12-03 20:25:00,Packers,-2.5,at Lions,46.5,,
1,2015-12-06 13:00:00,at Bills,-3.0,Texans,42.0,,
2,2015-12-06 13:00:00,at Bears,-6.5,49ers,43.0,,
3,2015-12-06 13:00:00,Bengals,-7.5,at Browns,44.5,,
4,2015-12-06 13:00:00,Cardinals,-3.5,at Rams,43.0,,
5,2015-12-06 13:00:00,at Dolphins,-3.5,Ravens,43.5,,
6,2015-12-06 13:00:00,Seahawks,-2.5,at Vikings,43.0,,
7,2015-12-06 13:00:00,Jets,-2.5,at Giants,46.5,,
8,2015-12-06 13:00:00,at Buccaneers,-1.0,Falcons,46.5,,
9,2015-12-06 13:00:00,at Titans,-3.0,Jaguars,43.5,,
10,2015-12-06 16:05:00,Chiefs,-3.0,at Raiders,45.5,,
11,2015-12-06 16:05:00,Broncos,-5.5,at Chargers,45.0,,
12,2015-12-06 16:25:00,at Patriots,-7.5,Eagles,49.0,,
13,2015-12-06 16:25:00,Panthers,-6.0,at Saints,50.5,,
14,2015-12-06 20:30:00,at Steelers,-10.0,Colts,50.5,,
15,2015-12-07 20:30:00,at Redskins,-2.0,Cowboys,43.0,,
0,2015-12-10 20:25:00,at Cardinals,-10.0,Vikings,46.5,,
1,2015-12-13 13:00:00,Seahawks,-10.5,at Ravens,42.0,,
2,2015-12-13 13:00:00,at Panthers,-8.0,Falcons,45.5,,
3,2015-12-13 13:00:00,at Bears,-4.0,Redskins,43.5,,
4,2015-12-13 13:00:00,at Bengals,-1.0,Steelers,49.0,,
5,2015-12-13 13:00:00,at Browns,-2.5,49ers,43.0,,
6,2015-12-13 13:00:00,at Jaguars,-1.0,Colts,46.0,,
7,2015-12-13 13:00:00,at Chiefs,-11.5,Chargers,42.0,,
8,2015-12-13 13:00:00,Lions,-3.0,at Rams,41.5,,
9,2015-12-13 13:00:00,at Jets,-8.0,Titans,43.0,,
10,2015-12-13 13:00:00,at Eagles,-1.0,Bills,48.0,,
11,2015-12-13 13:00:00,at Buccaneers,-6.0,Saints,52.0,,
12,2015-12-13 16:05:00,at Broncos,-6.0,Raiders,43.0,,
13,2015-12-13 16:25:00,at Packers,-6.0,Cowboys,42.5,,
14,2015-12-13 20:30:00,Patriots,-4.5,at Texans,46.5,,
15,2015-12-14 20:30:00,Giants,-2.0,at Dolphins,47.5,,
0,2015-12-17 20:25:00,at Rams,-1.0,Buccaneers,41.5,,
1,2015-12-19 20:25:00,Jets,-3.0,at Cowboys,41.0,,
2,2015-12-20 13:00:00,at Colts,-1.5,Texans,42.0,,
3,2015-12-20 13:00:00,at Jaguars,-2.0,Falcons,48.0,,
4,2015-12-20 13:00:00,at Vikings,-4.0,Bears,44.0,,
5,2015-12-20 13:00:00,at Patriots,-14.5,Titans,48.0,,
6,2015-12-20 13:00:00,Panthers,-4.5,at Giants,46.5,,
7,2015-12-20 13:00:00,Chiefs,-6.5,at Ravens,41.0,,
8,2015-12-20 13:00:00,Bills,-2.0,at Redskins,45.5,,
9,2015-12-20 16:05:00,at Seahawks,-14.5,Browns,45.5,,
10,2015-12-20 16:05:00,Packers,-4.0,at Raiders,47.0,,
11,2015-12-20 16:25:00,at Steelers,-7.0,Broncos,45.5,,
12,2015-12-20 16:25:00,Bengals,-7.0,at 49ers,40.5,,
13,2015-12-20 16:25:00,at Chargers,-1.0,Dolphins,46.5,,
14,2015-12-20 20:30:00,Cardinals,-3.5,at Eagles,51.0,,
15,2015-12-21 20:30:00,at Saints,-2.5,Lions,52.0,,
0,2015-12-24 20:25:00,at Raiders,-4.0,Chargers,45.0,,
1,2015-12-26 20:25:00,at Eagles,-3.0,Redskins,48.5,,
2,2015-12-27 13:00:00,at Buccaneers,-3.0,Bears,44.0,,
3,2015-12-27 13:00:00,Texans,-3.5,at Titans,39.0,,
4,2015-12-27 13:00:00,Patriots,-2.5,at Jets,46.0,,
5,2015-12-27 13:00:00,Panthers,-7.0,at Falcons,46.0,,
6,2015-12-27 13:00:00,Steelers,-11.0,at Ravens,47.5,,
7,2015-12-27 13:00:00,at Bills,-6.5,Cowboys,42.0,,
8,2015-12-27 13:00:00,at Lions,-9.0,49ers,43.0,,
9,2015-12-27 13:00:00,at Chiefs,-11.5,Browns,42.5,,
10,2015-12-27 13:00:00,at Dolphins,-2.5,Colts,44.0,,
11,2015-12-27 16:05:00,at Saints,-2.5,Jaguars,53.5,,
12,2015-12-27 16:25:00,at Cardinals,-6.0,Packers,50.0,,
13,2015-12-27 16:25:00,at Seahawks,-11.5,Rams,41.5,,
14,2015-12-27 20:30:00,at Vikings,-7.0,Giants,45.0,,
15,2015-12-28 20:30:00,at Broncos,-4.5,Bengals,39.5,,
0,2016-01-03 13:00:00,Lions,-2.5,at Bears,45.0,,
1,2016-01-03 13:00:00,at Bengals,-10.0,Ravens,40.5,,
2,2016-01-03 13:00:00,Steelers,-13.0,at Browns,47.0,,
3,2016-01-03 13:00:00,at Cowboys,-3.0,Redskins,41.0,,
4,2016-01-03 13:00:00,at Falcons,-6.0,Saints,53.5,,
5,2016-01-03 13:00:00,Jets,-3.0,at Bills,41.0,,
6,2016-01-03 13:00:00,at Texans,-5.5,Jaguars,45.0,,
7,2016-01-03 13:00:00,at Colts,-5.0,Titans,39.0,,
8,2016-01-03 13:00:00,Patriots,-10.0,at Dolphins,46.5,,
9,2016-01-03 13:00:00,at Giants,-3.5,Eagles,51.0,,
10,2016-01-03 16:25:00,Rams,-3.0,at 49ers,38.5,,
11,2016-01-03 16:25:00,at Cardinals,-6.0,Seahawks,47.0,,
12,2016-01-03 16:25:00,at Chiefs,-6.5,Raiders,43.5,,
13,2016-01-03 16:25:00,at Panthers,-10.0,Buccaneers,44.5,,
14,2016-01-03 16:25:00,at Broncos,-10.0,Chargers,42.0,,
15,2016-01-03 20:30:00,at Packers,-3.0,Vikings,44.0,,
0,2016-09-08 20:30:00,Panthers,-3.0,at Broncos,41.0,-165.0,145.0
1,2016-09-11 13:00:00,at Texans,-6.0,Bears,42.5,220.0,-260.0
2,2016-09-11 13:00:00,at Falcons,-3.0,Buccaneers,47.0,115.0,-135.0
3,2016-09-11 13:00:00,at Ravens,-3.0,Bills,45.0,130.0,-150.0
4,2016-09-11 13:00:00,Packers,-6.0,at Jaguars,48.0,-210.0,175.0
5,2016-09-11 13:00:00,at Chiefs,-7.0,Chargers,46.0,240.0,-280.0
6,2016-09-11 13:00:00,at Saints,-3.0,Raiders,51.0,130.0,-150.0
7,2016-09-11 13:00:00,Bengals,-3.0,at Jets,42.0,-115.0,-105.0
8,2016-09-11 13:00:00,at Eagles,-4.0,Browns,41.5,165.0,-190.0
9,2016-09-11 13:00:00,Vikings,-3.0,at Titans,40.5,-145.0,125.0
10,2016-09-11 16:05:00,at Seahawks,-10.5,Dolphins,43.5,375.0,-500.0
11,2016-09-11 16:25:00,Giants,-1.5,at Cowboys,48.0,-120.0,100.0
12,2016-09-11 16:25:00,at Colts,-3.0,Lions,51.5,130.0,-150.0
13,2016-09-11 20:30:00,at Cardinals,-9.0,Patriots,45.0,300.0,-400.0
14,2016-09-12 19:10:00,Steelers,-3.0,at Redskins,50.0,-155.0,135.0
15,2016-09-12 22:20:00,Rams,-3.0,at 49ers,42.5,-145.0,125.0
0,2016-09-15 20:25:00,at Bills,-1.0,Jets,40.5,-105.0,-115.0
1,2016-09-18 13:00:00,at Panthers,-12.0,49ers,44.5,450.0,-625.0
2,2016-09-18 13:00:00,Ravens,-4.5,at Browns,42.0,-222.0,180.0
3,2016-09-18 13:00:00,at Lions,-6.0,Titans,48.0,210.0,-270.0
4,2016-09-18 13:00:00,at Texans,-1.0,Chiefs,42.0,-105.0,-115.0
5,2016-09-18 13:00:00,at Patriots,-5.5,Dolphins,42.5,200.0,-250.0
6,2016-09-18 13:00:00,at Giants,-3.5,Saints,54.0,155.0,-185.0
7,2016-09-18 13:00:00,at Steelers,-3.0,Bengals,48.5,145.0,-165.0
8,2016-09-18 13:00:00,at Redskins,-3.5,Cowboys,47.0,160.0,-180.0
9,2016-09-18 16:05:00,at Cardinals,-7.0,Buccaneers,49.5,265.0,-330.0
10,2016-09-18 16:05:00,Seahawks,-5.5,at Rams,38.0,-250.0,200.0
11,2016-09-18 16:25:00,at Chargers,-3.0,Jaguars,47.5,130.0,-150.0
12,2016-09-18 16:25:00,at Broncos,-6.5,Colts,47.0,230.0,-280.0
13,2016-09-18 16:25:00,at Raiders,-4.0,Falcons,47.5,170.0,-200.0
14,2016-09-18 20:30:00,Packers,-1.5,at Vikings,42.5,-126.0,106.0
15,2016-09-19 20:30:00,at Bears,-3.0,Eagles,43.0,140.0,-160.0
0,2016-09-22 20:25:00,at Patriots,-1.0,Texans,39.5,-105.0,-115.0
1,2016-09-25 13:00:00,at Giants,-3.5,Redskins,47.0,160.0,-180.0
2,2016-09-25 13:00:00,at Dolphins,-10.0,Browns,42.0,333.0,-450.0
3,2016-09-25 13:00:00,Raiders,-2.0,at Titans,47.0,-125.0,105.0
4,2016-09-25 13:00:00,Cardinals,-4.5,at Bills,48.0,-215.0,185.0
5,2016-09-25 13:00:00,at Panthers,-6.0,Vikings,43.0,220.0,-270.0
6,2016-09-25 13:00:00,at Bengals,-3.5,Broncos,41.5,155.0,-185.0
7,2016-09-25 13:00:00,at Packers,-6.0,Lions,47.5,213.0,-275.0
8,2016-09-25 13:00:00,Ravens,-2.5,at Jaguars,45.0,-135.0,115.0
9,2016-09-25 16:05:00,at Seahawks,-10.0,49ers,42.0,375.0,-450.0
10,2016-09-25 16:05:00,at Buccaneers,-3.5,Rams,40.5,159.0,-179.0
11,2016-09-25 16:25:00,Steelers,-4.0,at Eagles,46.5,-200.0,170.0
12,2016-09-25 16:25:00,at Chiefs,-3.0,Jets,44.0,135.0,-165.0
13,2016-09-25 16:25:00,at Colts,-1.5,Chargers,51.0,105.0,-125.0
14,2016-09-25 20:30:00,at Cowboys,-6.5,Bears,45.0,215.0,-265.0
15,2016-09-26 20:30:00,at Saints,-3.0,Falcons,54.0,131.0,-151.0
0,2016-09-29 20:25:00,at Bengals,-7.5,Dolphins,46.0,300.0,-380.0
1,2016-10-02 09:30:00,Colts,-1.5,at Jaguars,48.0,-125.0,100.0
2,2016-10-02 13:00:00,at Patriots,-3.5,Bills,41.0,165.0,-200.0
3,2016-10-02 13:00:00,Seahawks,-1.0,at Jets,40.0,-115.0,-105.0
4,2016-10-02 13:00:00,at Texans,-4.0,Titans,40.0,170.0,-200.0
5,2016-10-02 13:00:00,Panthers,-3.0,at Falcons,48.5,-162.0,135.0
6,2016-10-02 13:00:00,at Ravens,-3.5,Raiders,45.0,160.0,-175.0
7,2016-10-02 13:00:00,Lions,-3.5,at Bears,48.0,-180.0,157.0
8,2016-10-02 13:00:00,at Redskins,-7.5,Browns,47.5,275.0,-350.0
9,2016-10-02 16:05:00,Broncos,-3.5,at Buccaneers,43.0,-180.0,150.0
10,2016-10-02 16:25:00,at Cardinals,-9.5,Rams,43.5,370.0,-440.0
11,2016-10-02 16:25:00,Cowboys,-1.5,at 49ers,44.5,-125.0,105.0
12,2016-10-02 16:25:00,at Chargers,-3.5,Saints,54.0,166.0,-185.0
13,2016-10-02 20:30:00,at Steelers,-3.5,Chiefs,48.5,150.0,-180.0
14,2016-10-03 20:30:00,at Vikings,-3.5,Giants,42.5,155.0,-175.0
0,2016-10-06 20:25:00,Cardinals,-3.5,at 49ers,42.5,-189.0,170.0
1,2016-10-09 13:00:00,at Dolphins,-2.5,Titans,44.0,120.0,-140.0
2,2016-10-09 13:00:00,at Vikings,-6.0,Texans,38.5,220.0,-270.0
3,2016-10-09 13:00:00,at Steelers,-9.0,Jets,50.0,300.0,-400.0
4,2016-10-09 13:00:00,at Ravens,-3.5,Redskins,44.0,165.0,-200.0
5,2016-10-09 13:00:00,Patriots,-10.0,at Browns,48.0,-600.0,400.0
6,2016-10-09 13:00:00,Eagles,-3.5,at Lions,46.0,-196.0,160.0
7,2016-10-09 13:00:00,at Colts,-3.5,Bears,47.5,160.0,-200.0
8,2016-10-09 16:05:00,at Broncos,-4.0,Falcons,44.5,165.0,-200.0
9,2016-10-09 16:25:00,at Raiders,-3.5,Chargers,50.5,163.0,-200.0
10,2016-10-09 16:25:00,Bills,-2.5,at Rams,41.5,-137.0,115.0
11,2016-10-09 16:25:00,Bengals,-2.5,at Cowboys,45.5,-140.0,120.0
12,2016-10-09 20:30:00,at Packers,-7.0,Giants,48.5,255.0,-310.0
13,2016-10-10 20:30:00,at Panthers,-5.5,Buccaneers,46.5,200.0,-250.0
0,2016-10-13 20:25:00,Broncos,-3.0,at Chargers,44.5,-160.0,140.0
1,2016-10-16 13:00:00,Steelers,-7.5,at Dolphins,49.5,-351.0,275.0
2,2016-10-16 13:00:00,at Patriots,-7.5,Bengals,48.0,280.0,-350.0
3,2016-10-16 13:00:00,Panthers,-2.5,at Saints,53.5,-145.0,125.0
4,2016-10-16 13:00:00,at Giants,-3.5,Ravens,42.5,165.0,-200.0
5,2016-10-16 13:00:00,at Bills,-7.5,49ers,44.5,280.0,-345.0
6,2016-10-16 13:00:00,at Bears,-2.5,Jaguars,46.5,115.0,-135.0
7,2016-10-16 13:00:00,at Lions,-2.5,Rams,44.5,125.0,-145.0
8,2016-10-16 13:00:00,at Titans,-7.5,Browns,44.5,260.0,-320.0
9,2016-10-16 13:00:00,Eagles,-3.0,at Redskins,45.0,-155.0,135.0
10,2016-10-16 16:05:00,Chiefs,-2.0,at Raiders,46.5,-130.0,105.0
11,2016-10-16 16:25:00,at Seahawks,-6.5,Falcons,45.5,250.0,-300.0
12,2016-10-16 16:25:00,at Packers,-5.5,Cowboys,47.5,190.0,-240.0
13,2016-10-16 20:30:00,at Texans,-3.0,Colts,48.0,145.0,-165.0
14,2016-10-17 20:30:00,at Cardinals,-7.0,Jets,45.5,280.0,-335.0
0,2016-10-20 20:25:00,at Packers,-7.5,Bears,46.5,280.0,-350.0
1,2016-10-23 09:30:00,Giants,-3.0,at Rams,44.5,-145.0,125.0
2,2016-10-23 13:00:00,Bills,-2.5,at Dolphins,46.0,-140.0,120.0
3,2016-10-23 13:00:00,at Jets,-2.5,Ravens,40.0,120.0,-141.0
4,2016-10-23 13:00:00,Vikings,-3.0,at Eagles,39.0,-157.0,130.0
5,2016-10-23 13:00:00,at Bengals,-11.0,Browns,46.5,400.0,-600.0
6,2016-10-23 13:00:00,at Jaguars,-2.0,Raiders,48.0,110.0,-130.0
7,2016-10-23 13:00:00,at Chiefs,-6.5,Saints,51.5,220.0,-270.0
8,2016-10-23 13:00:00,Redskins,-1.0,at Lions,50.0,-105.0,-105.0
9,2016-10-23 13:00:00,at Titans,-4.0,Colts,48.5,170.0,-200.0
10,2016-10-23 16:05:00,at 49ers,-1.0,Buccaneers,45.0,-105.0,-115.0
11,2016-10-23 16:05:00,at Falcons,-4.5,Chargers,53.0,180.0,-222.0
12,2016-10-23 16:25:00,Patriots,-7.0,at Steelers,49.5,-333.0,265.0
13,2016-10-23 20:30:00,at Cardinals,-1.5,Seahawks,43.0,105.0,-125.0
14,2016-10-24 20:30:00,at Broncos,-8.5,Texans,40.0,320.0,-400.0
0,2016-10-27 20:25:00,at Titans,-3.0,Jaguars,43.5,130.0,-150.0
1,2016-10-30 09:30:00,at Bengals,-3.0,Redskins,49.0,140.0,-160.0
2,2016-10-30 13:00:00,Jets,-2.5,at Browns,45.5,-140.0,120.0
3,2016-10-30 13:00:00,Patriots,-5.5,at Bills,48.0,-238.0,210.0
4,2016-10-30 13:00:00,at Panthers,-2.5,Cardinals,45.5,115.0,-135.0
5,2016-10-30 13:00:00,at Texans,-2.0,Lions,46.5,105.0,-125.0
6,2016-10-30 13:00:00,Chiefs,-3.0,at Colts,50.5,-143.0,130.0
7,2016-10-30 13:00:00,Seahawks,-1.0,at Saints,50.0,-115.0,-105.0
8,2016-10-30 13:00:00,at Buccaneers,-0.0,Raiders,48.5,-110.0,-110.0
9,2016-10-30 16:05:00,at Broncos,-4.0,Chargers,43.0,170.0,-200.0
10,2016-10-30 16:25:00,at Falcons,-3.0,Packers,51.0,140.0,-160.0
11,2016-10-30 20:30:00,at Cowboys,-5.0,Eagles,44.0,190.0,-230.0
12,2016-10-31 20:30:00,Vikings,-5.0,at Bears,39.5,-240.0,190.0
0,2016-11-03 20:25:00,Falcons,-3.5,at Buccaneers,50.5,-180.0,160.0
1,2016-11-06 13:00:00,Steelers,-3.0,at Ravens,46.5,-170.0,150.0
2,2016-11-06 13:00:00,Cowboys,-7.0,at Browns,49.0,-330.0,260.0
3,2016-11-06 13:00:00,at Chiefs,-7.0,Jaguars,43.0,270.0,-330.0
4,2016-11-06 13:00:00,at Dolphins,-4.0,Jets,45.5,170.0,-200.0
5,2016-11-06 13:00:00,at Vikings,-6.0,Lions,42.5,218.0,-250.0
6,2016-11-06 13:00:00,at Giants,-3.0,Eagles,43.0,135.0,-155.0
7,2016-11-06 16:05:00,Panthers,-3.0,at Rams,44.5,-156.0,140.0
8,2016-11-06 16:05:00,Saints,-5.0,at 49ers,53.0,-230.0,195.0
9,2016-11-06 16:25:00,at Chargers,-3.5,Titans,47.5,170.0,-185.0
10,2016-11-06 16:25:00,at Packers,-7.5,Colts,52.0,270.0,-345.0
11,2016-11-06 20:30:00,at Raiders,-1.0,Broncos,44.5,-105.0,-115.0
12,2016-11-07 20:30:00,at Seahawks,-6.0,Bills,43.5,210.0,-260.0
0,2016-11-10 20:25:00,at Ravens,-7.5,Browns,44.0,290.0,-350.0
1,2016-11-13 13:00:00,at Panthers,-3.0,Chiefs,44.0,145.0,-155.0
2,2016-11-13 13:00:00,at Jaguars,-2.5,Texans,42.5,130.0,-150.0
3,2016-11-13 13:00:00,at Saints,-3.0,Broncos,49.5,135.0,-155.0
4,2016-11-13 13:00:00,Rams,-1.0,at Jets,39.0,-120.0,100.0
5,2016-11-13 13:00:00,at Eagles,-1.0,Falcons,49.0,106.0,-125.0
6,2016-11-13 13:00:00,Bears,-2.5,at Buccaneers,45.0,-140.0,120.0
7,2016-11-13 13:00:00,Packers,-3.0,at Titans,48.5,-149.0,135.0
8,2016-11-13 13:00:00,at Redskins,-2.5,Vikings,42.0,125.0,-145.0
9,2016-11-13 16:05:00,at Chargers,-4.5,Dolphins,49.0,180.0,-210.0
10,2016-11-13 16:25:00,at Steelers,-3.0,Cowboys,50.5,140.0,-160.0
11,2016-11-13 16:25:00,at Cardinals,-13.5,49ers,46.5,625.0,-900.0
12,2016-11-13 20:30:00,at Patriots,-7.5,Seahawks,49.5,275.0,-350.0
13,2016-11-14 20:30:00,Bengals,-1.0,at Giants,49.0,-118.0,-105.0
0,2016-11-17 20:25:00,at Panthers,-3.5,Saints,52.5,167.0,-188.0
1,2016-11-20 13:00:00,at Bengals,-2.5,Bills,48.0,120.0,-140.0
2,2016-11-20 13:00:00,Steelers,-8.5,at Browns,44.5,-400.0,300.0
3,2016-11-20 13:00:00,at Cowboys,-7.0,Ravens,44.5,270.0,-300.0
4,2016-11-20 13:00:00,at Lions,-5.5,Jaguars,47.0,200.0,-240.0
5,2016-11-20 13:00:00,at Colts,-3.0,Titans,53.5,120.0,-145.0
